,timestamp,ETH/USDT_open,ETH/USDT_high,ETH/USDT_low,ETH/USDT_close,ETH/USDT_volume,ETH/USDT_zscore
75,2019-03-18,138.67,141.87,131.31,137.6,176522.07237,0.47505488380917466
76,2019-03-19,137.6,139.39,137.03,138.5,164092.63501,0.5239603386491604
77,2019-03-20,138.5,139.62,136.18,139.0,150377.11251,0.5481016985218823
78,2019-03-21,139.0,139.58,131.89,134.87,148914.04133,0.045872486339353966
79,2019-03-22,134.87,137.16,134.29,136.02,137188.40524,0.13547450238755335
80,2019-03-23,136.02,138.21,135.58,137.28,135801.53213,0.2544908720272284
81,2019-03-24,137.28,137.28,135.14,136.11,162542.32129,0.06485008569758054
82,2019-03-25,136.11,136.74,115.31,133.96,105755.29821,-0.2608642560340409
83,2019-03-26,133.96,137.02,123.3,134.13,140412.03431,-0.29722858694275883
84,2019-03-27,134.13,140.1,133.76,139.47,98609.16337,0.4202122435933319
85,2019-03-28,139.47,139.47,131.11,137.86,130630.44538,0.11759364865621472
86,2019-03-29,137.86,143.51,137.65,143.2,137520.82795,0.9944092963518643
87,2019-03-30,143.2,145.86,140.41,142.09,98075.40252,0.7558339153851268
88,2019-03-31,142.09,142.22,140.57,141.39,122250.93727,0.660879751309874
89,2019-04-01,141.39,143.17,139.89,141.25,140410.57134,0.6477162204449978
90,2019-04-02,141.25,165.38,140.97,163.33,176272.60655,3.851619306130607
91,2019-04-03,163.32,177.12,150.16,159.94,270281.09538,2.9345187364195873
92,2019-04-04,159.94,163.76,152.84,157.34,202805.39806,2.3938511880257978
93,2019-04-05,157.35,167.38,156.18,164.82,175053.75935,3.130204163794611
94,2019-04-06,164.82,172.71,160.23,165.46,175696.90468,2.792607239615228
95,2019-04-07,165.46,175.11,164.07,174.15,168187.00425,3.1339911557051447
96,2019-04-08,174.15,185.33,171.13,178.7,227968.99034,3.022215621580178
97,2019-04-09,178.71,179.33,171.9,174.66,223191.1676,2.412217892561269
98,2019-04-10,174.66,183.34,170.65,177.08,229464.5615,2.337269656071621
99,2019-04-11,177.08,177.47,159.08,164.03,245726.4187,1.3469135187331427
100,2019-04-12,164.03,166.29,158.2,163.21,225564.05133,1.224114676144046
101,2019-04-13,163.21,166.66,161.0,166.66,146843.13656,1.379086883034927
102,2019-04-14,166.66,169.33,161.15,167.14,208700.484,1.3417710143461243
103,2019-04-15,167.14,168.73,155.86,160.06,235389.93189,0.8272845173412354
104,2019-04-16,160.06,166.35,159.42,165.43,224067.81579,1.1262907684092727
105,2019-04-17,165.43,167.09,163.96,165.75,215594.67977,1.0906888563328836
106,2019-04-18,165.75,175.15,165.14,173.3,229210.18979,1.494444663817543
107,2019-04-19,173.3,173.39,169.12,172.64,225578.74572,1.3724006985694435
108,2019-04-20,172.64,176.4,170.0,172.88,213301.82836,1.314522521134308
109,2019-04-21,172.88,173.47,164.93,168.65,232996.06993,0.9992139177573861
110,2019-04-22,168.63,171.98,167.01,170.55,221437.95891,1.064826849347255
111,2019-04-23,170.55,175.67,168.05,169.25,235845.40395,0.9365483446407424
112,2019-04-24,169.25,169.89,151.0,164.12,237065.24938,0.5722589961458165
113,2019-04-25,164.12,164.85,150.52,154.71,235428.69318,-0.06038803437395811
114,2019-04-26,154.71,162.28,151.46,157.95,277205.40508,0.12233018374867027
115,2019-04-27,157.95,162.1,156.26,159.28,227592.78177,0.17834894433387277
116,2019-04-28,159.28,160.22,157.04,157.87,219669.4613,0.050646828049223803
117,2019-04-29,157.87,159.01,152.39,155.09,201870.38616,-0.17364455353113778
118,2019-04-30,155.09,162.72,154.86,161.75,227489.01834,0.25912734140476024
119,2019-05-01,161.75,163.76,158.5,160.2,224925.59631,0.10494130113444108
120,2019-05-02,160.2,163.39,158.72,161.83,221832.83474,0.18881954610224738
121,2019-05-03,161.83,170.19,161.01,168.06,243753.90633,0.6423198987693284
122,2019-05-04,168.06,171.25,160.0,163.7,246524.97835,0.23848534101894045
123,2019-05-05,163.7,165.31,159.32,162.99,205004.08822,0.12243537736325392
124,2019-05-06,162.99,177.84,159.3,172.97,241721.44627,1.0355346496325961
125,2019-05-07,172.97,182.72,168.42,168.87,300117.29038,0.5983754905476026
126,2019-05-08,168.9,173.01,164.82,170.8,272758.36456,0.7752797401610213
127,2019-05-09,170.8,173.62,166.74,170.98,223647.69946,0.7741547941964583
128,2019-05-10,170.98,176.1,168.56,172.89,355609.57964,1.0188983834025804
129,2019-05-11,172.89,205.01,172.88,192.56,424110.42362,3.4914884750884334
130,2019-05-12,192.56,202.99,182.89,188.14,487857.80845,2.562089675228172
131,2019-05-13,188.14,206.83,185.65,196.19,374395.88306,3.03357550921017
132,2019-05-14,196.19,219.0,195.35,217.22,262273.75946,4.001503200257464
133,2019-05-15,217.22,252.11,217.05,250.25,135449.59022,4.513684791079043
134,2019-05-16,250.25,278.0,242.5,264.23,139093.85899,3.9693390344678847
135,2019-05-17,264.23,268.4,223.64,244.52,170562.54158,2.712541069408964
136,2019-05-18,244.52,248.16,230.94,233.78,161802.70483,2.098660512697041
137,2019-05-19,233.78,263.49,232.67,259.14,155731.41182,2.6735343962440212
138,2019-05-20,259.14,259.23,236.98,251.55,152737.39482,2.2006729356780856
139,2019-05-21,251.55,261.83,243.91,254.4,145485.15455,2.095520487039443
140,2019-05-22,254.4,260.38,241.02,244.26,142392.83191,1.6773123607850626
141,2019-05-23,244.26,247.37,231.66,244.76,152701.67239,1.5868599031715973
142,2019-05-24,244.76,254.96,242.03,249.34,140746.75597,1.6068953456333805
143,2019-05-25,249.34,256.65,247.62,249.15,139526.34034,1.5076986049032437
144,2019-05-26,249.15,269.83,246.55,265.46,135425.18068,1.802314213690399
145,2019-05-27,265.46,280.48,263.42,271.71,130418.97031,1.8221554971487401
146,2019-05-28,271.71,276.52,266.1,272.13,131120.91488,1.7101917659371977
147,2019-05-29,272.13,274.25,260.86,269.12,126917.90777,1.5403300550127168
148,2019-05-30,269.12,288.37,242.14,255.66,132777.92575,1.1689869197723928
149,2019-05-31,255.66,269.44,247.66,268.7,107940.92088,1.3841018082029177
150,2019-06-01,268.7,275.89,262.32,265.48,96934.25622,1.2440912112824356
151,2019-06-02,265.48,273.91,264.71,270.08,93156.13788,1.274986871791318
152,2019-06-03,270.08,271.25,249.41,251.42,99742.895,0.8252644704562417
153,2019-06-04,251.42,251.85,235.17,241.43,96706.61693,0.5693077386757661
154,2019-06-05,241.43,249.8,237.53,245.96,114018.46108,0.6320140958087959
