,timestamp,ETH/USDT_open,ETH/USDT_high,ETH/USDT_low,ETH/USDT_close,ETH/USDT_volume,SOL/USDT_open,SOL/USDT_high,SOL/USDT_low,SOL/USDT_close,SOL/USDT_volume,spread_zscore
779,2021-02-19,1939.12,1972.39,1891.69,1955.78,20451.93182,8.9738,11.7934,8.5527,11.4956,310005.04,1.6524923413789425
780,2021-02-20,1955.78,2041.08,1802.65,1914.35,49354.31167,11.4956,11.7899,9.8183,9.9892,192276.38,1.4806167513882056
781,2021-02-21,1914.35,1975.53,1883.77,1933.46,32763.82679,9.9892,11.5152,9.8743,11.0018,175470.98,1.4490926354110656
782,2021-02-22,1933.46,1936.04,1555.88,1776.96,118822.49054,11.0018,14.7156,9.2986,14.396,271188.45,0.5888269928399787
783,2021-02-23,1776.96,1782.37,1358.29,1578.16,298496.31294,14.396,15.674,11.6222,15.1901,549109.28,-0.33386239133148243
784,2021-02-24,1578.16,1712.34,1501.78,1623.29,112375.61988,15.1901,18.1126,14.8816,17.3268,269955.25,-0.2866751505774927
785,2021-02-25,1623.29,1671.02,1459.71,1479.72,95540.27352,17.3268,17.7072,13.7715,13.8353,141168.9,-0.7743657551774283
786,2021-02-26,1479.72,1561.4,1400.28,1445.73,122838.70047,13.8353,15.5041,13.1484,13.5826,164244.33,-0.9397276000281456
787,2021-02-27,1445.73,1528.19,1425.26,1457.64,74330.40133,13.5826,14.7634,13.0765,13.195,96977.93,-0.8835387957359213
788,2021-02-28,1457.64,1468.66,1294.45,1417.12,102180.79351,13.195,13.7208,11.4589,13.0676,100683.33,-1.052220746604818
789,2021-03-01,1417.12,1571.91,1409.98,1570.03,48526.49275,13.0676,15.5146,13.0292,14.9093,84214.64,-0.450019178700392
790,2021-03-02,1570.03,1602.72,1455.76,1485.64,51340.28875,14.9093,15.2,13.4675,13.9272,51608.9,-0.8551567855310469
791,2021-03-03,1485.64,1656.26,1476.72,1568.26,41353.48706,13.9272,14.7139,13.7575,14.1172,47813.16,-0.5009075462054673
792,2021-03-04,1568.26,1624.38,1506.4,1538.38,56530.29911,14.1172,14.2587,12.7725,13.0823,45888.77,-0.63051371112425
793,2021-03-05,1538.38,1548.68,1442.29,1527.81,48834.47299,13.0823,13.0823,12.1703,12.5562,38145.05,-0.6591302159122385
